統計期,國家/地區別,<b>總計</b>,1.活動物；動物產品,(1)水產品,2.植物產品,(1)食用蔬菜,(2)食用果實及堅果,3.動植物油脂,4.調製食品；飲料及菸酒,(1)調製食品,(2)飲料、酒類及醋,(3)菸及菸葉代用品,5.礦產品,(1)石油煉製品,6.化學品,(1)有機化學品,7.塑膠、橡膠及其製品,(1)塑膠原料,(2)塑膠製品,(3)橡膠及其製品,8.毛皮及其製品,9.木及木製品,10.紙漿；紙及其製品；印刷品,11.紡織品,(1)紗布,12.鞋、帽及其他飾品,13.非金屬礦物製品,14.珠寶及貴金屬製品,15.基本金屬及其製品,(1)鋼鐵及其製品,(2)其他基本金屬及其製品,16.機械及電機設備,(1)電子零組件,(2)機械,(3)電機產品,(4)資通與視聽產品,(5)家用電器,17.運輸工具,18.光學及精密儀器；鐘錶；樂器,(1)光學及精密儀器,19.其他,(1)家具,(2)玩具與運動用品,月,年
110年 3月,南美洲,261358.0,1365,1365,531,3,－,18,682,580,102,－,139,139,29725,16678,80672,63228,11250,6194,21,2,2412,9913,7804,226,1076,－,19848,14901,4947,85749.0,24858,29518.0,8200,22102,1071,18660,5662,5527,4657,995,1136,3,110
110年 3月,巴西,142612.0,590,590,255,－,－,－,214,186,28,－,105,105,12488,6000,46180,40123,3867,2190,16,－,1305,5790,5382,19,314,－,8135,5987,2148,54923.0,24748,13617.0,3617,12822,119,8217,2323,2229,1738,268,467,3,110
110年 3月,智利,19163.0,3,3,51,3,－,10,154,115,39,－,8,8,1356,335,4252,1164,2508,580,－,－,62,349,224,40,193,－,2209,1030,1179,6591.0,3,3341.0,812,2211,224,2624,640,607,621,71,124,3,110
110年 3月,秘魯,23259.0,－,－,53,－,－,－,13,－,13,－,6,6,1127,399,9507,7249,1374,884,－,－,419,1217,987,117,50,－,1506,1236,270,6656.0,－,4044.0,849,1631,132,1026,628,628,934,420,150,3,110
110年 3月,歐洲,2969185.0,1533,1508,2966,53,9,395,12110,7776,4294,－,2792,148,109772,40348,183362,72011,73896,37455,3450,1802,5098,38179,16721,3615,13568,18384,471380,346639,124741,1485044.0,298577,274789.0,176305,722444,12929,403181,100721,95134,111833,24562,47617,3,110
110年 3月,德國,606815.0,322,319,425,－,－,－,2003,1556,435,－,208,1,14110,3359,30342,8099,15249,6994,703,64,928,7582,2445,681,3989,8570,75310,47484,27826,324813.0,108689,60523.0,39691,113172,2738,89101,23885,22908,23779,5719,9136,3,110
110年 3月,法國,129157.0,10,10,39,2,－,－,539,362,177,－,13,13,6209,1434,8276,2094,4307,1875,100,142,384,1773,853,284,1145,110,19237,9122,10115,67523.0,10949,10135.0,7506,38662,271,12448,5538,5449,5387,1015,1520,3,110
110年 3月,荷蘭,688953.0,18,18,1599,1,－,327,4617,2370,2247,－,1,1,21451,11511,43006,22742,10636,9628,672,1347,1083,3818,1313,1175,997,3,53035,36735,16300,412182.0,49639,67388.0,28380,264214,2561,106907,20911,20088,15804,3319,7273,3,110
110年 3月,英國,330813.0,14,14,165,4,6,4,1791,1368,395,－,1,1,7021,2097,18712,2373,12372,3967,914,39,530,6393,2073,412,1661,305,60558,40774,19784,151881.0,6864,24629.0,20091,98049,2248,41245,12439,12112,26728,4447,17170,3,110
110年 3月,俄羅斯,99592.0,345,345,70,5,－,－,201,170,31,－,－,－,3236,1235,12078,6198,2943,2937,25,8,17,1355,453,252,613,－,12221,6023,6198,58250.0,3595,17026.0,9796,27267,566,5757,2472,2472,2692,543,1224,3,110
110年 3月,奧地利,50155.0,－,－,4,－,－,－,4,4,－,－,－,－,2673,1162,3053,669,2113,271,57,－,318,153,65,49,174,6,3042,1057,1985,31221.0,14341,2865.0,5559,8456,－,5858,2138,2120,1405,142,501,3,110
110年 3月,比利時,142545.0,169,169,135,－,－,－,66,66,－,－,1611,－,12574,10114,10825,4839,5097,889,252,－,37,2006,1238,79,946,3392,41187,37313,3874,43663.0,22348,8121.0,4210,8954,30,15791,6189,5687,3623,537,1671,3,110
110年 3月,匈牙利,60868.0,－,－,1,－,－,－,42,42,－,－,－,－,309,－,1343,148,1130,65,26,－,29,255,251,41,6,－,1740,1066,674,43973.0,13463,2535.0,997,26973,5,11951,490,490,662,16,142,3,110
110年 3月,義大利,220042.0,172,152,258,－,－,－,577,191,386,－,119,109,16173,2849,13896,5629,3933,4334,103,16,630,4170,2530,100,1623,67,70291,61293,8998,64544.0,6505,24273.0,14380,19097,289,35532,5595,5376,6176,2116,479,3,110
110年 3月,波蘭,87940.0,－,－,25,－,－,62,428,94,334,－,732,－,1915,374,6737,2676,2678,1383,8,－,55,1346,407,40,375,－,15085,11942,3143,44198.0,9322,8590.0,10321,15301,664,10884,2089,2086,3961,1735,675,3,110
110年 3月,西班牙,126662.0,125,125,7,4,－,2,245,228,17,－,－,－,8367,1169,8662,4616,2574,1472,37,8,207,1524,839,258,1064,100,44329,40178,4151,32635.0,3238,10884.0,8035,9303,1175,19764,3748,3444,5580,803,3413,3,110
110年 3月,瑞典,62388.0,36,36,37,37,－,－,179,146,33,－,－,－,577,4,5766,1988,3126,652,62,1,129,1039,461,87,91,－,21780,14917,6863,22888.0,6215,4474.0,3504,8621,74,4762,1933,1874,3021,1030,1039,3,110
110年 3月,瑞士,50875.0,－,－,18,－,－,－,77,76,1,－,3,3,1614,623,1508,3,1061,444,215,－,11,414,181,14,36,5574,4889,3330,1559,21668.0,2805,6756.0,6091,5614,402,10585,3183,1535,1066,63,255,3,110
110年 3月,烏克蘭,11151.0,79,79,58,－,－,－,111,28,83,－,38,－,715,－,482,74,153,255,13,－,－,369,359,7,25,－,2094,1290,804,5399.0,122,1502.0,728,3047,－,1009,206,206,546,119,138,3,110
110年 3月,歐盟(註2),2455050.0,1093,1070,2548,44,3,391,10622,6032,4578,－,2750,144,96739,36390,149972,63283,57031,29658,2232,1741,4516,28596,12768,2921,11209,12505,387774,292229,95545,1235907.0,284563,223225.0,138258,580354,9507,342422,81823,78211,79289,19010,28202,3,110
110年 3月,東歐,393587.0,426,424,169,5,－,62,1628,1095,533,－,775,5,10185,2851,28431,13544,9425,5462,252,157,565,6875,3624,423,1346,－,50060,32491,17569,223333.0,48620,43234.0,29320,99761,2398,44830,11315,11282,12755,3881,2916,3,110
110年 3月,非洲,170409.0,5623,5614,2613,12,－,21,718,280,425,－,1443,320,15728,8116,37168,28062,5527,3579,27,20,1672,19710,16169,41,470,288,17155,14799,2356,48184.0,3973,20310.0,5823,16679,1399,13335,2557,2544,3636,636,699,3,110
110年 3月,阿爾及利亞,4466.0,－,－,－,－,－,－,－,－,－,－,－,－,20,4,1968,1021,840,107,－,－,－,166,52,－,6,－,176,161,15,1020.0,4,345.0,394,277,－,480,607,607,23,－,－,3,110
110年 3月,安哥拉,309.0,－,－,2,－,－,－,－,－,－,－,－,－,42,－,109,109,－,－,－,－,－,－,－,－,－,－,－,－,－,137.0,－,137.0,－,－,－,19,－,－,－,－,－,3,110
110年 3月,埃及,35542.0,－,－,－,－,－,－,41,－,41,－,－,－,2209,905,9595,7939,702,954,－,5,266,2592,2400,－,9,－,3050,2511,539,15662.0,2017,3628.0,1935,7866,216,1196,500,500,417,32,99,3,110
110年 3月,南非,58700.0,1828,1822,112,－,－,19,567,243,311,－,1138,29,5256,2215,11690,9452,1205,1033,14,15,531,6928,5645,38,135,288,6930,5731,1199,16267.0,719,6299.0,2269,6658,322,4661,636,625,1647,448,419,3,110
110年 3月,肯亞,9526.0,－,－,2,－,－,－,－,－,－,－,1,1,615,273,1833,1555,235,43,－,－,109,1483,1387,－,6,－,4273,4208,65,889.0,3,648.0,132,106,－,133,83,83,99,－,－,3,110
110年 3月,奈及利亞,12874.0,－,－,－,－,－,－,11,－,11,－,－,－,3516,3147,4089,2741,479,869,3,－,－,300,191,－,190,－,266,161,105,2112.0,5,1725.0,280,98,4,1897,121,121,369,11,－,3,110
110年 3月,大洋洲,349764.0,6516,6350,3076,232,13,155,15297,6316,1686,7150,56414,49717,23857,5588,50355,33824,10763,5768,293,293,6233,8105,2046,425,1958,73,61293,45850,15443,74657.0,2066,22687.0,12682,35622,1600,22443,6470,6190,11851,3949,3743,3,110
110年 3月,澳大利亞,265434.0,1587,1467,1488,177,8,120,12533,5026,405,7013,43673,37885,22002,4935,37474,25689,7559,4226,175,118,4802,3863,1510,291,1198,34,45590,33053,12537,58893.0,1159,15910.0,11225,29316,1283,16716,5989,5769,8888,2969,3123,3,110
110年 3月,巴布亞紐幾內亞,6528.0,2124,2124,－,－,－,－,－,－,－,－,3434,3426,11,－,97,26,39,32,－,－,32,44,11,－,8,－,414,310,104,219.0,9,179.0,17,13,1,64,25,25,56,37,2,3,110
110年 3月,紐西蘭,53318.0,117,115,109,26,－,31,1140,1004,42,94,7,－,1688,645,10709,7144,2403,1162,107,100,995,1222,385,100,703,39,14262,11789,2473,13964.0,869,6073.0,1344,5427,251,5312,443,386,2270,809,474,3,110
108年 7月,亞洲,19666593.0,151062,121177,50759,9051,11695,3836,170351,118401,30028,7882,1027654,921070,1249070,656784,1321721,897013,328288,96420,28303,8111,121349,515919,423147,14341,128646,126212,1108904,612673,496231,12119710,8945719,1150637,373106,1635239,15009,156266,1156988,1147130,207391.0,34273,50092,7,108
108年 7月,中國大陸,7705292.0,26160,15065,13276,64,6686,541,59733,40826,17582,652,88744,25830,661944,417272,608857,461632,126253,20972,7599,4110,45845,123018,98928,3283,72925,3684,375454,120072,255382,4708078,3223546,560215,149068,770228,5021,43061,805075,801462,53905.0,6138,16359,7,108
108年 7月,香港,3455842.0,7500,5330,4593,319,1199,417,21241,17308,2976,721,42716,42083,35265,1142,117531,78710,36364,2457,3558,166,10262,33715,28519,1512,12833,81645,42257,17571,24686,2866252,2485634,29408,66922,283323,965,4763,140923,138505,28693.0,1846,3428,7,108
108年 7月,日本,1845681.0,59106,51532,19629,8308,2657,525,15796,13369,562,1362,23465,16355,111698,31959,140857,72059,55018,13780,2175,2243,7386,26622,12979,3307,18771,20399,182428,114924,67504,1033806,628653,132458,56726,210559,5410,45495,77401,75076,54572.0,18356,17477,7,108
108年 7月,南韓,1435423.0,7412,5072,1668,15,538,750,18727,12696,5249,7,401737,389485,78967,48442,44442,10631,32196,1615,87,210,4446,7961,5348,317,8602,568,64098,38686,25412,746459,622001,54795,9567,59593,503,6630,31316,31030,11026.0,1222,4811,7,108
108年 7月,新南向18國(註1),5493377.0,52959,46220,12722,437,601,1627,59664,38624,3935,5140,518429,484004,387626,160159,443786,292229,90181,61376,15168,1441,57615,329289,278946,6347,16508,19847,485763,352233,133530,2831271,1986240,396831,101583,342423,4194,76894,106788,105238,69633.0,10240,11560,7,108
108年 7月,東協10國,4728698.0,49715,43294,10566,318,600,1491,53295,33030,3572,5140,426807,404972,287566,111519,299186,178323,69059,51804,13839,1252,46899,280565,241804,5756,12513,19629,372486,257690,114796,2646842,1972691,316205,80735,274717,2494,52316,96104,94965,51871.0,6145,6580,7,108
108年 7月,泰國,501383.0,31125,31103,1036,－,－,194,2570,1733,54,－,1036,161,43813,17127,46084,18155,15850,12079,310,92,5913,24405,19419,490,2042,2097,96755,60004,36751,221677,136640,49757,15860,18824,596,9899,4261,4109,7584.0,1498,1120,7,108
108年 7月,馬來西亞,827489.0,597,420,1981,34,11,269,8851,7649,195,－,50440,45625,31809,7871,45022,19636,6842,18544,100,90,8800,5023,2725,170,1187,3105,62188,47310,14878,580311,488677,39764,17805,33592,473,4277,15603,15281,7666.0,922,822,7,108
108年 7月,印尼,245451.0,2729,1924,814,－,－,174,4801,4443,9,－,1066,570,31773,9367,30417,19504,6355,4558,1039,167,4421,32461,28767,1479,1019,－,47409,35559,11850,68872,7154,44871,5886,10788,173,8590,3160,3069,5060.0,1149,386,7,108
108年 7月,菲律賓,577601.0,3105,2921,1845,23,2,187,6136,5434,465,－,165275,162982,23862,6281,16747,6846,8684,1217,740,217,5203,16721,15259,431,3834,534,31987,18197,13790,274450,224948,22469,10717,15993,323,5373,16166,15992,4788.0,1034,938,7,108
108年 7月,新加坡,1630720.0,1440,1258,1616,259,472,77,5986,5451,431,10,198544,192827,37903,17536,17262,6924,9103,1235,221,363,2858,2108,895,226,2368,13431,22501,13785,8716,1296177,1047445,68873,12490,166876,493,5048,14370,14213,8221.0,830,895,7,108
108年 7月,越南,869029.0,10541,5668,3206,2,115,590,23442,7590,2376,4437,10326,2711,114387,53155,137955,103200,21154,13601,9687,322,16180,165677,142600,2499,1969,445,106808,79309,27499,197741,67682,85215,16811,27611,422,9490,42162,41953,15602.0,498,2327,7,108
108年 7月,汶萊,1173.0,－,－,18,－,－,－,383,351,32,－,3,－,43,22,141,－,139,2,－,1,5,1,－,－,－,－,181,158,23,279,－,133,61,85,－,53,－,－,65.0,3,6,7,108
108年 7月,緬甸,16848.0,178,－,24,－,－,－,228,178,6,－,70,67,2059,119,2530,2052,310,168,307,－,1022,3974,3709,125,72,－,1297,1072,225,3476,141,2495,485,353,2,404,320,286,762.0,195,9,7,108
108年 7月,柬埔寨,58490.0,－,－,26,－,－,－,844,147,4,693,47,29,1916,41,3028,2006,622,400,1435,－,2497,29807,28042,332,22,17,3360,2296,1064,3798,4,2567,620,595,12,9182,62,62,2117.0,16,75,7,108
108年 7月,寮國,514.0,－,－,－,－,－,－,54,54,－,－,－,－,1,－,－,－,－,－,－,－,－,388,388,4,－,－,－,－,－,61,－,61,－,－,－,－,－,－,6.0,－,2,7,108
108年 7月,南亞,479021.0,1095,823,686,7,－,109,435,135,－,－,44183,42344,72211,46304,109800,94942,9235,5623,987,129,6463,43801,35411,148,2296,172,70713,63325,7388,111171,12024,56254,7876,34413,604,2754,5230,5158,6638.0,443,1273,7,108
108年 7月,印度,274345.0,1,1,589,－,－,15,244,61,－,－,7351,6065,58580,42645,68800,58868,6628,3304,210,129,3837,12195,9582,95,1480,172,20119,14294,5825,91027,11692,41175,6775,30947,438,1648,4277,4208,3576.0,330,874,7,108
108年 7月,巴基斯坦,81633.0,－,－,－,－,－,94,－,－,－,－,36174,36040,5766,2144,7180,5555,1188,437,－,－,161,5373,1725,－,524,－,19022,18445,577,5405,133,4195,493,541,43,462,498,495,974.0,32,214,7,108
108年 7月,孟加拉,94424.0,270,－,18,－,－,－,97,34,－,－,337,52,5933,1047,29911,27709,823,1379,771,－,1614,11952,10558,17,44,－,29656,29145,511,11910,135,9471,307,1909,88,454,214,214,1226.0,48,132,7,108
108年 7月,斯里蘭卡,27277.0,824,822,33,7,－,－,94,40,－,－,321,187,1663,468,3528,2439,586,503,6,－,841,14200,13465,36,248,－,1916,1441,475,2361,64,1341,265,656,35,190,192,192,824.0,17,53,7,108
108年 7月,尼泊爾,1340.0,－,－,46,－,－,－,－,－,－,－,－,－,269,－,381,371,10,－,－,－,10,81,81,－,－,－,－,－,－,468,－,72,36,360,－,－,49,49,36.0,16,－,7,108
108年 7月,不丹,2.0,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,－,2.0,－,－,7,108
108年 7月,哈薩克,2307.0,－,－,－,－,－,－,－,－,－,－,－,－,2,－,25,－,25,－,6,－,2,－,－,－,－,－,242,6,236,1727,67,391,107,1162,－,265,8,8,30.0,－,－,7,108
108年 7月,中東,471727.0,2942,2875,580,135,19,147,895,558,327,－,51823,51822,38132,21522,62207,35946,15108,11153,264,245,4386,33068,27170,242,1896,197,64027,48735,15292,130385,19213,44388,20139,43961,2684,61202,8066,7934,11023.0,3411,2580,7,108
108年 7月,伊朗,11272.0,－,－,－,－,－,－,－,－,－,－,－,－,1858,204,2141,1175,633,333,－,－,583,232,－,－,4,－,2041,1737,304,3389,74,2147,627,301,240,412,343,343,269.0,－,64,7,108
108年 7月,伊拉克,5558.0,－,－,3,－,－,－,－,－,－,－,－,－,145,－,137,－,122,15,－,－,－,17,17,－,73,－,1280,1181,99,2122,－,1413,116,541,52,1681,30,30,70.0,－,－,7,108
108年 7月,以色列,59808.0,5,5,34,－,－,88,99,22,67,－,136,136,4050,2272,7402,5897,973,532,8,10,417,2248,569,84,250,192,6248,4542,1706,29450,8368,5379,2772,12174,757,3875,3669,3607,1543.0,111,336,7,108
108年 7月,科威特,14434.0,147,123,29,24,－,－,26,26,－,－,－,－,358,120,1914,1008,740,166,16,91,47,395,329,1,91,－,2498,2122,376,2112,－,964,914,206,28,6143,87,87,479.0,155,165,7,108
108年 7月,阿曼,9644.0,－,－,－,－,－,8,4,3,1,－,－,－,299,225,1052,849,184,19,－,－,8,163,161,－,－,－,450,409,41,1250,－,520,494,106,130,5906,104,104,400.0,170,141,7,108
108年 7月,卡達,8152.0,135,135,－,－,－,－,16,16,－,－,1,－,617,68,2253,1106,498,649,－,31,53,69,23,－,7,5,1158,795,363,1332,－,841,193,298,－,2170,30,30,275.0,78,118,7,108
108年 7月,沙烏地阿拉伯,79451.0,1349,1343,40,－,－,51,70,52,18,－,152,152,9352,8105,10849,4906,3435,2508,178,37,637,3396,1716,20,529,－,14882,11654,3228,13202,26,5020,3395,4094,667,22032,816,816,1859.0,861,641,7,108
108年 7月,土耳其,82626.0,7,－,253,－,－,－,14,－,14,－,189,189,5536,766,17744,11708,1548,4488,3,－,527,4923,4081,3,428,－,10727,8307,2420,38205,10516,15515,4401,7701,72,2716,346,316,1005.0,7,205,7,108
108年 7月,阿拉伯聯合大公國,157339.0,1108,1083,117,26,19,－,165,158,7,－,51345,51345,12078,6916,12677,5515,5579,1583,58,72,1433,3857,3249,130,392,－,21644,15598,6046,34525,75,10604,5934,17339,573,11375,2211,2195,4152.0,1927,666,7,108
108年 7月,北美洲,4257914.0,15446,13842,11736,1623,394,1992,37015,33082,3592,－,12323,6548,94710,23457,277237,40694,157151,79392,12839,4219,23426,77085,44665,10340,33939,11458,605750,362396,243354,2297553,207161,442507,314190,1318470,15225,323470,157437,147876,249939.0,93079,103686,7,108
108年 7月,美國,4042458.0,13620,12042,9810,1415,3,1837,32820,29390,3157,－,12162,6548,87299,22623,254282,35450,147285,71547,12721,3611,22443,71510,41801,9626,32221,11413,546884,318327,228557,2233903,201149,418290,301436,1298456,14572,296681,152732,143664,236883.0,87768,98757,7,108
108年 7月,加拿大,215329.0,1826,1800,1926,208,391,155,4195,3692,435,－,161,－,7411,834,22955,5244,9866,7845,118,608,983,5575,2864,714,1718,45,58866,44069,14797,63563,5925,24217,12754,20014,653,26749,4705,4212,13056.0,5311,4929,7,108
108年 7月,中美洲,373435.0,316,309,3170,2,2,46,1719,435,1255,－,19530,17339,13664,1898,34448,16027,12077,6344,740,76,1709,15594,11399,203,1656,2,45672,35481,10191,192332,30798,29645,16561,110046,5282,23867,11674,11295,7017.0,1746,2622,7,108
